callsign,name,band,freq_tx,freq_rx,ctcss_tx,ctcss_rx,c4fm,dmr,dmr_id,dmr_cc,dstar,dstar_rpt1,dstar_rpt2,fm,landmark,state,country,country_code,loc_exact,lat,long,locator,sea_level,skip,scan_group,source_id,source_name,source_provider,source_type,source_license,source_url,offset,dup,ctcss,simplex,split,multimode,name_formatted,distance,heading
,Kronehit,radio,94.3,94.3,,,False,False,,,False,,,True,Schlossbichl,Kärnten,Austria,AUT,True,46.923889,13.5475,JN66SW,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Campusradio,radio,94.4,94.4,,,False,False,,,False,,,True,Schildberg,Niederösterreich,Austria,AUT,True,48.213056,15.711944,JN78UF,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Ypsilon,radio,94.5,94.5,,,False,False,,,False,,,True,Gymnasiumturm,Niederösterreich,Austria,AUT,True,48.559167,16.085,JN88BN,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,94.6,94.6,,,False,False,,,False,,,True,Tettenhengst,Niederösterreich,Austria,AUT,True,47.871389,15.622222,JN77TU,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Ö2 NÖ,radio,94.7,94.7,,,False,False,,,False,,,True,Kollmitzberg,Niederösterreich,Austria,AUT,True,48.837778,15.537222,JN78SU,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Ö2 NÖ,radio,94.8,94.8,,,False,False,,,False,,,True,Stallfeld,Niederösterreich,Austria,AUT,True,47.606667,15.905,JN77WO,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,94.9,94.9,,,False,False,,,False,,,True,Karnerleiten,Niederösterreich,Austria,AUT,True,47.931667,15.485833,JN77RW,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Grün Weiß,radio,95.0,95.0,,,False,False,,,False,,,True,Burg Oberkapfenberg,Steiermark,Austria,AUT,True,47.44,15.293611,JN77PK,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,ENERGY,radio,95.1,95.1,,,False,False,,,False,,,True,Föllig Mobilfunkmast,Burgenland,Austria,AUT,True,47.817222,16.463611,JN87FT,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Antenne S,radio,95.2,95.2,,,False,False,,,False,,,True,Gaisberg/BOS-Mast,Salzburg,Austria,AUT,True,47.802222,13.110278,JN67NT,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Ö2 W,radio,95.3,95.3,,,False,False,,,False,,,True,Himmelhof,Wien,Austria,AUT,True,48.191667,16.255556,JN88DE,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Arabella Linz,radio,95.4,95.4,,,False,False,,,False,,,True,Ackerschneid,Oberösterreich,Austria,AUT,True,47.7925,13.465556,JN67RT,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Maria Österreich,radio,95.5,95.5,,,False,False,,,False,,,True,Reichgrüben,Niederösterreich,Austria,AUT,True,48.186111,15.687778,JN78UE,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Life  (OÖ),radio,95.6,95.6,,,False,False,,,False,,,True,Kleinerberg,Oberösterreich,Austria,AUT,True,47.733889,14.366667,JN77ER,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Antenne K,radio,95.7,95.7,,,False,False,,,False,,,True,Schlossbichl,Kärnten,Austria,AUT,True,46.923611,13.5475,JN66SW,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,95.8,95.8,,,False,False,,,False,,,True,Gatschberg,Steiermark,Austria,AUT,True,47.488889,14.129444,JN77BL,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,95.9,95.9,,,False,False,,,False,,,True,Stellerberg,Steiermark,Austria,AUT,True,47.410833,14.749722,JN77IJ,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Maria Österreich,radio,96.0,96.0,,,False,False,,,False,,,True,Ahorn - Panorama Funkstation,Tirol,Austria,AUT,True,47.136944,11.869444,JN57WD,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Antenne K,radio,96.1,96.1,,,False,False,,,False,,,True,Lippekogel,Kärnten,Austria,AUT,True,46.734722,14.508889,JN76GR,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,96.2,96.2,,,False,False,,,False,,,True,Sulzberg,Oberösterreich,Austria,AUT,True,48.150278,13.605833,JN68TD,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,96.3,96.3,,,False,False,,,False,,,True,,Kärnten,Austria,AUT,True,47.0125,12.883333,JN67KA,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Ö2 NÖ,radio,96.4,96.4,,,False,False,,,False,,,True,Lembacher Höhe,Niederösterreich,Austria,AUT,True,47.510556,16.305,JN87DM,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Arabella,radio,96.5,96.5,,,False,False,,,False,,,True,Hengstberg,Niederösterreich,Austria,AUT,True,48.1825,14.999722,JN78LE,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Ö2 S,radio,96.6,96.6,,,False,False,,,False,,,True,Lechnereck,Salzburg,Austria,AUT,True,47.302778,12.8375,JN67KH,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Arabella Linz,radio,96.7,96.7,,,False,False,,,False,,,True,Lichtenberg,Oberösterreich,Austria,AUT,True,48.384722,14.254722,JN78DJ,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,oe24,radio,96.8,96.8,,,False,False,,,False,,,True,Gebhardsberg,Vorarlberg,Austria,AUT,True,47.490833,9.746111,JN47UL,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,FM4,radio,96.9,96.9,,,False,False,,,False,,,True,Bärenkogel,Salzburg,Austria,AUT,True,47.072778,13.606111,JN67TB,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,U1 T,radio,97.0,97.0,,,False,False,,,False,,,True,Schlotthof,Tirol,Austria,AUT,True,47.270278,11.374722,JN57QG,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,U1 T,radio,97.1,97.1,,,False,False,,,False,,,True,Brändleweg 3,Tirol,Austria,AUT,True,46.973889,11.006944,JN56MX,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,97.2,97.2,,,False,False,,,False,,,True,Werlberg,Tirol,Austria,AUT,True,47.495,12.109444,JN67BL,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,fabrik,radio,97.3,97.3,,,False,False,,,False,,,True,Nonntal,Salzburg,Austria,AUT,True,47.795,13.056389,JN67MT,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,FM4,radio,97.4,97.4,,,False,False,,,False,,,True,Hirschenstein,Burgenland,Austria,AUT,True,47.345278,16.379167,JN87EI,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,97.5,97.5,,,False,False,,,False,,,True,Himmelhof,Wien,Austria,AUT,True,48.191667,16.255556,JN88DE,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,oe24,radio,97.6,97.6,,,False,False,,,False,,,True,Stieglreith,Tirol,Austria,AUT,True,47.238333,11.221111,JN57OF,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,97.7,97.7,,,False,False,,,False,,,True,Schupperer,Steiermark,Austria,AUT,True,47.087778,14.697222,JN77IC,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Arabella Linz,radio,97.8,97.8,,,False,False,,,False,,,True,Lichtenberg,Oberösterreich,Austria,AUT,True,47.932222,13.425833,JN67RW,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,97.9,97.9,,,False,False,,,False,,,True,Wirtschaftsgebäude,Oberösterreich,Austria,AUT,True,48.554167,14.240833,JN78CN,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,98.0,98.0,,,False,False,,,False,,,True,Gschwandkopf,Tirol,Austria,AUT,True,47.314167,11.177778,JN57OH,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Ö3,radio,98.1,98.1,,,False,False,,,False,,,True,Bromreith,Niederösterreich,Austria,AUT,True,47.813889,14.918611,JN77LT,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,98.2,98.2,,,False,False,,,False,,,True,Ahorn Panorama Funkstation,Tirol,Austria,AUT,True,47.136944,11.869444,JN57WD,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,98.3,98.3,,,False,False,,,False,,,True,Görlitzen,Kärnten,Austria,AUT,True,46.9675,14.803056,JN76JX,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Agora,radio,98.4,98.4,,,False,False,,,False,,,True,,Steiermark,Austria,AUT,True,46.668333,15.473333,JN76RQ,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,98.5,98.5,,,False,False,,,False,,,True,Lunzberg,Niederösterreich,Austria,AUT,True,47.871944,15.026389,JN77MU,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,98.6,98.6,,,False,False,,,False,,,True,Plaßbichl,Kärnten,Austria,AUT,True,46.819444,13.851389,JN66WT,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Ö3,radio,98.7,98.7,,,False,False,,,False,,,True,Königsberg,Niederösterreich,Austria,AUT,True,47.58,16.121111,JN87BN,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,OP,radio,98.8,98.8,,,False,False,,,False,,,True,Stoob,Burgenland,Austria,AUT,True,47.511111,16.506389,JN87GM,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Ö3,radio,98.9,98.9,,,False,False,,,False,,,True,,Tirol,Austria,AUT,True,47.056389,11.496389,JN57RB,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Ö3,radio,99.0,99.0,,,False,False,,,False,,,True,Hartberg,Niederösterreich,Austria,AUT,True,47.9875,16.239444,JN87CX,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,99.1,99.1,,,False,False,,,False,,,True,Residenzberg,Niederösterreich,Austria,AUT,True,47.871667,15.870278,JN77WU,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Arabella Linz,radio,99.2,99.2,,,False,False,,,False,,,True,Gusterberg,Oberösterreich,Austria,AUT,True,48.039167,14.137778,JN78BA,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Arabella,radio,99.3,99.3,,,False,False,,,False,,,True,Loschberg,Niederösterreich,Austria,AUT,True,48.530278,15.280556,JN78PM,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Arabella,radio,99.4,99.4,,,False,False,,,False,,,True,Raiffeisen Silo,Niederösterreich,Austria,AUT,True,48.288889,16.009444,JN88AG,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Ö2 OÖ,radio,99.5,99.5,,,False,False,,,False,,,True,Schardenberg,Oberösterreich,Austria,AUT,True,48.521944,13.487778,JN68RM,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,99.6,99.6,,,False,False,,,False,,,True,Kronhof,Kärnten,Austria,AUT,True,46.644722,13.048889,JN66MP,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Maria Österreich,radio,99.7,99.7,,,False,False,,,False,,,True,Oberbuchberg,Tirol,Austria,AUT,True,47.631111,12.243056,JN67CP,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Klassik,radio,99.8,99.8,,,False,False,,,False,,,True,Liefering,Salzburg,Austria,AUT,True,47.824167,13.016111,JN67MT,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,ENERGY TIROL,radio,99.9,99.9,,,False,False,,,False,,,True,Schlotthof,Tirol,Austria,AUT,True,47.270278,11.374722,JN57QG,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,radio AGORA 105 l 5,radio,100.0,100.0,,,False,False,,,False,,,True,Lobnig,Kärnten,Austria,AUT,True,46.496944,14.588333,JN76HL,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,VM1,radio,100.1,100.1,,,False,False,,,False,,,True,Lechnereck,Salzburg,Austria,AUT,True,47.301944,12.836944,JN67KH,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Antenne V,radio,100.2,100.2,,,False,False,,,False,,,True,Berghof Golm,Vorarlberg,Austria,AUT,True,47.064444,9.845556,JN47WB,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,100.3,100.3,,,False,False,,,False,,,True,Osterstein Arzl,Tirol,Austria,AUT,True,47.214444,10.761111,JN57JF,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,100.4,100.4,,,False,False,,,False,,,True,Bürserberg,Vorarlberg,Austria,AUT,True,47.159167,9.780833,JN47VD,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,100.5,100.5,,,False,False,,,False,,,True,Brunnerberg Mobilfunkmast,Tirol,Austria,AUT,True,46.920556,12.579722,JN66GW,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,radio AGORA 105 l 5,radio,100.6,100.6,,,False,False,,,False,,,True,Lippekogel,Kärnten,Austria,AUT,True,46.734722,14.508889,JN76GR,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Ö2 S,radio,100.7,100.7,,,False,False,,,False,,,True,,Salzburg,Austria,AUT,True,47.374167,13.561944,JN67SI,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Freequenns,radio,100.8,100.8,,,False,False,,,False,,,True,Salberg,Steiermark,Austria,AUT,True,47.570833,14.258611,JN77DN,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,radio AGORA 105 l 5,radio,100.9,100.9,,,False,False,,,False,,,True,,Kärnten,Austria,AUT,True,46.463333,14.571667,JN76GL,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
,Kronehit,radio,101.0,101.0,,,False,False,,,False,,,True,Lanzenberg,Oberösterreich,Austria,AUT,True,48.265833,14.625556,JN78HG,,False,,rtr-radio-db,Radio Frequencies,RTR-GmbH - data.rtr.at,dynamic,Public Domain,https://www.rtr.at/rtr/service/opendata/OD_Uebersicht.de.html,0.0,,False,True,False,False,,,
